id,label
1149,3
1150,11
1151,0
1152,14
1153,0
1154,3
1155,11
1156,3
1157,14
1158,17
1159,0
1160,5
1161,7
1162,17
1163,3
1164,5
1165,0
1166,17
1167,3
1168,13
1169,16
1170,16
1171,18
1172,4
1173,7
1174,7
1175,4
1176,3
1177,2
1178,13
1179,9
1180,13
1181,18
1182,16
1183,0
1184,16
1185,3
1186,0
1187,2
1188,5
1189,9
1190,4
1191,13
1192,16
1193,18
1194,3
1195,0
1196,0
1197,14
1198,16
1199,0
1200,7
1201,7
1202,2
1203,13
1204,17
1205,4
1206,6
1207,7
1208,2
1209,16
1210,4
1211,3
1212,6
1213,0
1214,9
1215,16
1216,11
1217,0
1218,13
1219,3
1220,17
1221,16
1222,14
1223,1
1224,0
1225,3
1226,2
1227,0
1228,14
1229,0
1230,3
1231,17
1232,9
1233,2
1234,2
1235,2
1236,17
1237,17
1238,14
1239,14
1240,13
1241,13
1242,18
1243,3
1244,17
1245,13
1246,14
1247,0
1248,0
1249,7
1250,0
1251,10
1252,0
1253,14
1254,3
1255,7
1256,17
1257,5
1258,3
1259,1
1260,17
1261,0
1262,0
1263,4
1264,0
1265,7
1266,13
1267,14
1268,7
1269,13
1270,19
1271,0
1272,0
1273,16
1274,19
1275,13
1276,7
1277,5
1278,13
1279,16
1280,17
1281,21
1282,0
1283,5
1284,4
1285,1
1286,0
1287,13
1288,7
1289,4
1290,14
1291,0
1292,13
1293,3
1294,21
1295,13
1296,7
1297,13
1298,10
1299,19
1300,0
1301,2
1302,3
1303,3
1304,7
1305,2
1306,11
1307,0
1308,17
1309,7
1310,2
1311,4
1312,2
1313,3
1314,17
1315,3
1316,3
1317,5
1318,3
1319,13
1320,9
1321,16
1322,17
1323,4
1324,0
1325,2
1326,17
1327,7
1328,1
1329,16
1330,16
1331,5
1332,17
1333,0
1334,8
1335,12
1336,3
1337,10
1338,1
1339,1
1340,14
1341,0
1342,17
1343,0
1344,3
1345,0
1346,14
1347,1
1348,16
1349,1
1350,2
1351,3
1352,0
1353,13
1354,4
1355,5
1356,0
1357,1
1358,11
1359,21
1360,7
1361,17
1362,17
1363,0
1364,4
1365,5
1366,5
1367,14
1368,3
1369,14
1370,16
1371,16
1372,0
1373,7
1374,4
1375,11
1376,0
1377,2
1378,2
1379,16
1380,5
1381,0
1382,14
1383,7
1384,3
1385,4
1386,13
1387,5
1388,19
1389,2
1390,3
1391,7
1392,0
1393,14
1394,16
1395,2
1396,13
1397,3
1398,19
1399,13
1400,2
1401,21
1402,1
1403,16
1404,0
1405,11
1406,14
1407,18
1408,1
1409,17
1410,0
1411,4
1412,16
1413,18
1414,4
1415,0
1416,3
1417,13
1418,7
1419,4
1420,11
1421,7
1422,0
1423,0
1424,14
1425,4
1426,1
1427,0
1428,14
1429,7
1430,2
1431,3
1432,21
1433,2
1434,4
1435,0
1436,14
1437,5
1438,0
1439,14
1440,2
1441,13
1442,3
1443,13
1444,4
1445,0
1446,13
1447,4
1448,0
1449,5
1450,3
1451,1
1452,2
1453,6
1454,17
1455,3
1456,9
1457,13
1458,4
1459,17
1460,6
1461,13
1462,7
1463,16
1464,17
1465,9
1466,7
1467,4
1468,2
1469,16
1470,10
1471,7
1472,0
1473,2
1474,0
1475,9
1476,2
1477,16
1478,13
1479,17
1480,5
1481,16
1482,0
1483,2
1484,0
1485,2
1486,17
1487,17
1488,0
1489,9
1490,13
1491,4
1492,7
1493,1
1494,4
1495,14
1496,13
1497,13
1498,13
1499,3
1500,21
1501,0
1502,3
1503,0
1504,0
1505,2
1506,3
1507,7
1508,7
1509,0
1510,16
1511,5
1512,7
1513,14
1514,14
1515,4
1516,2
1517,17
1518,17
1519,3
1520,13
1521,0
1522,16
1523,3
1524,3
1525,2
1526,5
1527,2
1528,0
1529,7
1530,16
1531,16
1532,3
1533,0
1534,2
1535,3
1536,17
1537,14
1538,17
1539,16
1540,21
1541,0
1542,5
1543,14
1544,16
1545,5
1546,17
1547,7
1548,7
1549,5
1550,3
1551,1
1552,3
1553,16
1554,4
1555,17
1556,14
1557,1
1558,16
1559,13
1560,5
1561,0
1562,17
1563,17
1564,1
1565,3
1566,13
1567,14
1568,13
1569,0
1570,8
1571,0
1572,3
1573,0
1574,3
1575,6
1576,2
1577,14
1578,3
1579,17
1580,13
1581,7
1582,13
1583,13
1584,0
1585,17
1586,1
1587,1
1588,17
1589,5
1590,17
1591,0
1592,18
1593,2
1594,14
1595,14
1596,4
1597,3
1598,10
1599,2
1600,4
1601,1
1602,3
1603,5
1604,7
1605,19
1606,10
1607,17
1608,13
1609,13
1610,16
1611,0
1612,1
1613,3
1614,4
1615,13
1616,21
1617,7
1618,14
1619,21
1620,2
1621,1
1622,6
1623,3
1624,19
1625,7
1626,7
1627,3
1628,5
1629,14
1630,3
1631,1
1632,1
1633,1
1634,7
1635,17
1636,13
1637,16
1638,0
1639,0
1640,13
1641,1
1642,0
1643,2
1644,13
1645,7
1646,0
1647,16
1648,4
1649,4
1650,11
1651,18
1652,3
1653,17
1654,18
1655,7
1656,0
1657,2
1658,3
1659,13
1660,16
1661,9
1662,14
1663,7
1664,5
1665,14
1666,7
1667,3
1668,2
1669,6
1670,19
1671,17
1672,2
1673,21
1674,14
1675,0
1676,16
1677,3
1678,7
1679,4
1680,7
1681,4
1682,16
1683,13
1684,5
1685,17
1686,5
1687,5
1688,0
1689,16
1690,5
1691,2
1692,11
1693,7
1694,6
1695,3
1696,4
1697,3
1698,2
1699,2
1700,2
1701,18
1702,0
1703,3
1704,1
1705,10
1706,7
1707,5
1708,5
1709,2
1710,14
1711,2
1712,13
1713,3
1714,1
1715,1
1716,14
1717,0
1718,16
1719,13
1720,1
1721,3
1722,2
1723,13
1724,4
1725,3
1726,4
1727,1
1728,5
1729,7
1730,18
1731,1
1732,17
1733,22
1734,2
1735,2
1736,5
1737,2
1738,7
1739,4
1740,0
1741,0
1742,0
1743,5
1744,3
1745,1
1746,7
1747,0
1748,4
1749,13
1750,0
1751,9
1752,13
1753,1
1754,1
1755,21
1756,3
1757,16
1758,13
1759,0
1760,5
1761,5
1762,14
1763,9
1764,7
1765,3
1766,14
1767,0
1768,4
1769,14
1770,16
1771,5
1772,4
1773,7
1774,8
1775,13
1776,17
1777,4
1778,17
1779,4
1780,13
1781,8
1782,1
1783,17
1784,0
1785,3
1786,7
1787,0
1788,0
1789,14
1790,4
1791,16
1792,14
1793,17
1794,4
1795,9
1796,3
1797,1
1798,7
1799,5
1800,7
1801,3
1802,13
1803,13
1804,17
1805,5
1806,2
1807,14
1808,3
1809,13
1810,16
1811,14
1812,0
1813,14
1814,14
1815,13
1816,13
1817,5
1818,2
1819,13
1820,5
1821,16
1822,7
1823,3
1824,7
1825,14
1826,0
1827,17
1828,5
1829,16
1830,16
1831,21
1832,13
1833,0
1834,14
1835,14
1836,2
1837,1
1838,3
1839,16
1840,16
1841,7
1842,21
1843,3
1844,3
1845,4
1846,11
1847,0
1848,4
1849,3
1850,17
1851,0
1852,5
1853,13
1854,0
1855,18
1856,13
1857,3
1858,13
1859,16
1860,3
1861,7
1862,17
1863,4
1864,3
1865,3
1866,5
1867,17
1868,0
1869,13
1870,6
1871,4
1872,14
1873,2
1874,0
1875,0
1876,5
1877,4
1878,3
1879,7
1880,2
1881,0
1882,17
1883,16
1884,2
1885,13
1886,3
1887,6
1888,3
1889,17
1890,4
1891,13
1892,3
1893,0
1894,2
1895,4
1896,3
1897,14
1898,3
1899,2
1900,3
1901,16
1902,2
1903,11
1904,4
1905,14
1906,2
1907,9
1908,5
1909,2
1910,19
1911,5
1912,13
1913,6
1914,0
1915,3
1916,13
1917,0
1918,5
1919,0
1920,16
1921,21
1922,18
1923,14
1924,18
1925,7
1926,4
1927,3
1928,3
1929,3
1930,13
1931,14
1932,3
1933,2
1934,5
1935,5
1936,1
1937,0
1938,1
1939,7
1940,18
1941,7
1942,5
1943,1
1944,16
1945,3
1946,0
1947,0
1948,2
1949,7
1950,22
1951,4
1952,3
1953,5
1954,13
1955,2
1956,17
1957,16
1958,13
1959,3
1960,18
1961,14
1962,5
1963,3
1964,2
1965,22
1966,3
1967,0
1968,2
1969,7
1970,14
1971,4
1972,14
1973,17
1974,13
1975,0
1976,2
1977,13
1978,0
1979,2
1980,0
1981,13
1982,0
1983,13
1984,13
1985,1
1986,14
1987,3
1988,2
1989,13
1990,16
1991,2
1992,3
1993,2
1994,0
1995,1
1996,5
1997,6
1998,7
1999,5
2000,7
2001,4
2002,1
2003,9
2004,8
2005,16
2006,6
2007,16
2008,5
2009,5
2010,1
2011,16
2012,0
2013,3
2014,3
2015,17
2016,0
2017,0
2018,22
2019,3
2020,0
2021,3
2022,17
2023,17
2024,5
2025,16
2026,13
2027,7
2028,0
2029,14
2030,5
2031,14
2032,4
2033,3
2034,2
2035,17
2036,14
2037,5
2038,8
2039,0
2040,16
2041,2
2042,7
2043,4
2044,13
2045,2
2046,5
2047,2
2048,17
2049,13
2050,5
2051,7
2052,2
2053,0
2054,2
2055,5
2056,3
2057,13
2058,3
2059,7
2060,3
2061,16
2062,4
2063,5
2064,3
2065,7
2066,1
2067,1
2068,14
2069,2
2070,17
2071,10
2072,18
2073,7
2074,16
2075,18
2076,7
2077,11
2078,3
2079,3
2080,7
2081,2
2082,13
2083,0
2084,4
2085,7
2086,1
2087,3
2088,3
2089,19
2090,11
2091,0
2092,3
2093,7
2094,3
2095,16
2096,16
2097,0
2098,7
2099,16
2100,13
2101,4
2102,13
2103,5
2104,0
2105,7
2106,3
2107,16
2108,17
2109,17
2110,1
2111,2
2112,3
2113,14
2114,7
2115,3
2116,13
2117,1
2118,3
2119,16
2120,13
2121,2
2122,13
2123,5
2124,0
2125,1
2126,3
2127,21
2128,3
2129,5
2130,17
2131,0
2132,21
2133,13
2134,18
2135,1
2136,16
2137,7
2138,5
2139,3
2140,3
2141,14
2142,4
2143,14
2144,14
2145,9
2146,3
2147,13
2148,16
2149,9
2150,7
2151,2
2152,4
2153,3
2154,2
2155,21
2156,3
2157,13
2158,3
2159,5
2160,8
2161,16
2162,13
2163,17
2164,17
2165,14
2166,14
2167,10
2168,0
2169,3
2170,21
2171,14
2172,17
2173,7
2174,2
2175,0
2176,7
2177,5
2178,0
2179,3
2180,18
2181,5
2182,2
2183,4
2184,5
2185,2
2186,3
2187,0
2188,2
2189,13
2190,13
2191,19
2192,17
2193,5
2194,5
2195,17
2196,0
2197,5
2198,3
2199,14
2200,2
2201,0
2202,4
2203,16
2204,17
2205,3
2206,18
2207,5
2208,0
2209,0
2210,0
2211,10
2212,16
2213,2
2214,7
2215,19
2216,0
2217,8
2218,2
2219,5
2220,7
2221,14
2222,19
2223,2
2224,4
2225,3
2226,5
2227,14
2228,17
2229,17
2230,4
2231,0
2232,2
2233,1
2234,13
2235,7
2236,17
2237,6
2238,0
2239,13
2240,14
2241,4
2242,0
2243,18
2244,0
2245,2
2246,7
2247,3
2248,3
2249,3
2250,17
2251,9
2252,3
2253,0
2254,4
2255,1
2256,1
2257,2
2258,5
2259,0
2260,0
2261,0
2262,12
2263,4
2264,9
2265,17
2266,3
2267,2
2268,1
2269,3
2270,9
2271,17
2272,13
2273,6
2274,8
2275,14
2276,2
2277,14
2278,18
2279,16
2280,5
2281,16
2282,18
2283,3
2284,2
2285,3
2286,2
2287,1
2288,6
2289,21
2290,2
2291,1
2292,7
2293,5
2294,14
2295,21
2296,3
2297,4
2298,2
2299,3
2300,13
2301,5
2302,0
2303,7
2304,19
2305,16
2306,13
2307,7
2308,14
2309,16
2310,0
2311,13
2312,13
2313,4
2314,16
2315,0
2316,14
2317,3
2318,13
2319,17
2320,17
2321,1
2322,0
2323,4
2324,13
2325,16
2326,0
2327,13
2328,17
2329,0
2330,5
2331,17
2332,3
2333,5
2334,18
2335,4
2336,14
2337,4
2338,2
2339,3
2340,2
2341,13
2342,11
2343,7
2344,2
2345,17
2346,13
2347,0
2348,0
2349,2
2350,19
2351,3
2352,4
2353,16
2354,16
2355,3
2356,2
2357,21
2358,0
2359,3
2360,17
2361,5
2362,13
2363,3
2364,16
2365,19
2366,18
2367,2
2368,9
2369,5
2370,0
2371,6
2372,13
2373,5
2374,14
2375,17
2376,3
2377,11
2378,3
2379,14
2380,6
2381,2
2382,13
2383,7
2384,21
2385,7
2386,11
2387,2
2388,4
2389,0
2390,13
2391,4
2392,7
2393,4
2394,11
2395,17
2396,5
2397,17
2398,13
2399,4
2400,3
2401,3
2402,18
2403,14
2404,0
2405,10
2406,16
2407,14
2408,4
2409,0
2410,17
2411,5
2412,3
2413,2
2414,19
2415,7
2416,16
2417,0
2418,0
2419,5
2420,14
2421,3
2422,3
2423,16
2424,13
2425,3
2426,3
2427,11
2428,18
2429,7
2430,7
2431,5
2432,3
2433,13
2434,13
2435,0
2436,7
2437,0
2438,21
2439,17
2440,17
2441,13
2442,0
2443,21
2444,0
2445,13
2446,0
2447,5
2448,14
2449,11
2450,17
2451,0
2452,14
2453,0
2454,14
2455,3
2456,0
2457,13
2458,5
2459,3
2460,3
2461,0
2462,7
2463,5
2464,0
2465,0
2466,16
2467,5
2468,13
2469,6
2470,13
2471,17
2472,13
2473,16
2474,3
2475,14
2476,16
2477,5
2478,5
2479,0
2480,13
2481,0
2482,0
2483,0
2484,18
2485,5
2486,0
2487,0
2488,18
2489,13
2490,5
2491,4
2492,3
2493,16
2494,3
2495,3
2496,3
2497,3
2498,14
2499,1
2500,0
2501,3
2502,7
2503,4
2504,11
2505,3
2506,14
2507,13
2508,5
2509,14
2510,13
2511,4
2512,18
2513,3
2514,16
2515,3
2516,16
2517,16
2518,5
2519,9
2520,7
2521,7
2522,0
2523,5
2524,0
2525,4
2526,13
2527,6
2528,13
2529,3
2530,4
2531,14
2532,7
2533,18
2534,13
2535,2
2536,3
2537,16
2538,16
2539,2
2540,4
2541,14
2542,7
2543,7
2544,7
2545,2
2546,13
2547,14
2548,14
2549,11
2550,14
2551,5
2552,14
2553,14
2554,2
2555,17
2556,17
2557,0
2558,7
2559,5
2560,16
2561,17
2562,1
2563,5
2564,21
2565,14
2566,7
2567,22
2568,0
2569,0
2570,4
2571,13
2572,4
2573,13
2574,4
2575,16
2576,5
2577,18
2578,0
2579,5
2580,18
2581,3
2582,11
2583,13
2584,0
2585,3
2586,7
2587,17
2588,1
2589,16
2590,13
2591,3
2592,7
2593,19
2594,3
2595,14
2596,0
2597,17
2598,8
2599,5
2600,3
2601,5
2602,13
2603,18
2604,0
2605,17
2606,13
2607,3
2608,17
2609,3
2610,16
2611,9
2612,0
2613,14
2614,3
2615,0
2616,14
2617,13
2618,14
2619,5
2620,3
2621,19
2622,0
2623,13
2624,0
2625,11
2626,0
2627,6
2628,1
2629,13
2630,5
2631,5
2632,10
2633,16
2634,13
2635,0
2636,18
2637,9
2638,3
2639,3
2640,14
2641,0
2642,4
2643,17
2644,3
2645,7
2646,4
2647,2
2648,13
2649,17
2650,2
2651,13
2652,13
2653,3
2654,21
2655,3
2656,13
2657,3
2658,0
2659,16
2660,2
2661,0
2662,3
2663,3
2664,17
2665,14
2666,3
2667,4
2668,3
2669,0
2670,18
2671,5
2672,14
2673,21
2674,4
2675,7
2676,0
2677,3
2678,11
2679,2
2680,17
2681,17
2682,17
2683,16
2684,1
2685,2
2686,0
2687,0
2688,1
2689,3
2690,17
2691,4
2692,13
2693,3
2694,3
2695,1
2696,0
2697,3
2698,9
2699,2
2700,2
2701,0
2702,0
2703,5
2704,17
2705,2
2706,0
2707,14
2708,0
2709,14
2710,14
2711,4
2712,7
2713,2
2714,3
2715,5
2716,0
2717,1
2718,2
2719,19
2720,13
2721,14
2722,11
2723,2
2724,5
2725,4
2726,7
2727,1
2728,5
2729,2
2730,14
2731,0
2732,0
2733,3
2734,2
2735,16
2736,19
2737,4
2738,13
2739,14
2740,4
2741,4
2742,5
2743,1
2744,1
2745,3
2746,14
2747,3
2748,13
2749,21
2750,3
2751,18
2752,7
2753,19
2754,7
2755,5
2756,3
2757,17
2758,13
2759,0
2760,0
2761,21
2762,0
2763,3
2764,14
2765,13
2766,2
2767,4
2768,11
2769,14
2770,13
2771,1
2772,17
2773,6
2774,0
2775,3
2776,5
2777,7
2778,0
2779,3
2780,4
2781,4
2782,1
2783,4
2784,13
2785,14
2786,13
2787,0
2788,7
2789,7
2790,2
2791,21
2792,17
2793,0
2794,16
2795,2
2796,5
2797,3
2798,5
2799,0
2800,1
2801,10
2802,6
2803,17
2804,21
2805,0
2806,3
2807,0
2808,1
2809,2
2810,0
2811,0
2812,14
2813,3
2814,7
2815,0
2816,1
2817,0
2818,1
2819,3
2820,3
2821,13
2822,17
2823,7
2824,0
2825,6
2826,0
2827,4
2828,17
2829,0
2830,9
2831,0
2832,3
2833,4
2834,2
2835,8
2836,4
2837,5
2838,0
2839,7
2840,0
2841,0
2842,4
2843,5
2844,1
2845,14
2846,2
2847,2
2848,2
2849,2
2850,7
2851,4
2852,13
2853,13
2854,14
2855,11
2856,17
2857,11
2858,17
2859,2
2860,11
2861,7
2862,16
2863,7
2864,3
2865,7
2866,3
2867,13
2868,2
2869,5
2870,2
2871,1
2872,17
2873,21
2874,7
2875,14
2876,17
2877,3
2878,4
2879,17
2880,2
2881,14
2882,4
2883,5
2884,13
2885,8
2886,16
2887,0
2888,4
2889,18
2890,16
2891,0
2892,7
2893,21
2894,13
2895,17
2896,0
2897,4
2898,1
2899,17
2900,3
2901,16
2902,2
2903,2
2904,4
2905,0
2906,13
2907,2
2908,3
2909,14
2910,2
2911,14
2912,16
2913,16
2914,3
2915,17
2916,0
2917,13
2918,7
2919,17
2920,21
2921,4
2922,3
2923,3
2924,0
2925,2
2926,4
2927,14
2928,17
2929,0
2930,0
2931,7
2932,8
2933,13
2934,3
2935,14
2936,16
2937,19
2938,1
2939,0
2940,17
2941,16
2942,3
2943,21
2944,8
2945,0
2946,1
2947,14
2948,0
2949,3
2950,18
2951,12
2952,14
2953,0
2954,3
2955,14
2956,2
2957,0
2958,5
2959,13
2960,3
2961,2
2962,5
2963,7
2964,1
2965,2
2966,0
2967,3
2968,16
2969,13
2970,4
2971,14
2972,4
2973,7
2974,17
2975,13
2976,5
2977,16
2978,7
2979,3
2980,4
2981,1
2982,4
2983,0
2984,13
2985,7
2986,4
2987,13
2988,5
2989,13
2990,4
2991,17
2992,0
2993,14
2994,2
2995,22
2996,0
2997,3
